,tweet
10202,Hi Anthony. Thanks for reaching out to us. Looks like the Route 66 is running near its scheduled time. Can you please tell us what bus stop you are waiting at and direction you are heading in?
10203,"Good Morning Anthony. Are you referring to the Commuter Rail? If so , please reach out to our partners @MBTA_CR."
10204,"#MBTA #GreenLine - B Branch Reminder: Bus shuttles replace service between Blandford and Washington St. through the end of service on Sunday, August 18. More: http://MBTA.com/glbwork"
10205,This weekend bus shuttles replace Orange Line train service between Back Bay and Ruggles. More: http://MBTA.com/orangelinework
10206,Green Line D branch experiencing delays of up to 15 minutes due to a earlier disabled train at Waban Station.
10207,Red Line experiencing delays of up to 15 minutes due to a earlier medical emergency at Alewife Station.
10208,"To start, the train will be in service most weekdays between 9:30 AM and 3:30 PM. This will continue as we closely monitor the new cars & fine-tune software. Any software updates on the first cars will ensure reliability & help streamline the roll out of the rest of the fleet."
10209,Understood. Thank you for this information. We'll look into this further.
10210,Hi Mary. The new train will run most weekdays from 9:30 AM - 3:30 PM. We're still monitoring and fine tuning the train's software. This will help roll out the incoming trains. Learn more at http://mbta.com/OLcars
10211,Hi Austin. Thanks for your question. Shuttle buses replace D Branch train service between Kenmore and Newton Highlands starting at about 10:30 PM.
10212,"Hi Travis. Sorry for the delayed reply. We're monitoring the train & fine tuning its software. Any software adjustments with this train will help streamline the roll-out of the incoming trains. For now, the new train will run most weekdays from 9:30 - 3:30 http://mbta.com/OLcars"
10213,"Hello. Thanks for reaching out to us. Signals between Broadway & JFK/UMass have been restored, but the signals between JFK & North Quincy/Fields Corner are still being repaired. Trains need permission to move through the area & will stand by at stations. http://mbta.com/schedules/Red/alerts"
10214,You can reach out to us via Twitter and we can try to see if the item was turned in.
10215,Hi Tim. Thanks for letting us know. We'll share this with Red Line supervisors to correct.
10216,Hi Michael. Thanks for asking. Riders can still use a Zone 1A ticket or a valid CharlieCard for travel to Quincy Center for the foreseeable future.
10217,"Hi Kasey. Thanks for letting us know. The Lost & Found desks are typically available Monday ‰ÛÒ Friday, 9 AM ‰ÛÒ 4 PM."
10218,Thank you. We'll send staff to check this leak asap. Apologies for this experience.
10219,"Hi Steph. Thanks for reporting this to us. If possible, can you share which train car you're on (four digits at front/rear)?"
10220,We understand and will make sure operators make on-board announcements. Have a good weekend as well.
10221,Good Evening. We appreciate the kind message. We'll make sure the operator receives the commendation.
10222,"Hi Karen. We're sorry to hear this. Please feel free to ask the operator to kneel the bus. However, they should be pulling up to the curb at the stop. We'll forward your experience to our bus supervisors."
10223,"Hi Tom. No problem, thanks for following up with us. Have a good evening!"
10224,Hi Rachel. We appreciate you following up with us about this. We've reported it to vehicle maintenance for further inspection.
10225,Hi Daniel. Apologies for the confusion. This weekend's Green Line diversion is on the B Branch. We'll share this with our communications team.
10226,Hi Mary Beth. That's great to hear. We appreciate you sharing this with us. We'll commend the operator.
10227,Hi Ryan. JFK/UMass is part of the area where we do not have automatic control of our signals. Trains will stand by until they have permission to move to the next station. Our apologies for the wait.
10228,"Hello. We're sorry to hear that. We recommend submitting a request via this form: http://mbta.com/customer-support , calling 617-222-3200, or visiting the CharlieCard Store at Downtown Crossing for further assistance."
10229,Hello. Apologies for the late reply. The train was in the area where we have ongoing signal issues. Trains must stand by until the train ahead of it has been cleared from the next station with permission from our control center.
10230,Good Evening. Can you tell us if you're on the Red or Green Line?
10231,Hi Julia. Thank you for letting us know. We'll have the car checked and will notify vehicle maintenance to correct.
10232,Hi Danielle. We appreciate your concern. There is still ongoing work around the station including repaving Newport Ave and Greenwood Ave. This will be addressed and made accessible. More info: http://mbta.com/wollaston
10233,Then the fare gate probably misread your CharlieCard or it was accidentally tapped twice/held at the reader too long. You can try using your pass again after 20 minutes since you tapped it at the fare gate.
10234,Hi Andrew. Thanks for catching that. Can you tell us where this is from?
10235,"The store is open Monday - Friday from 8:30 AM ‰ÛÒ 5 PM. You can also mail in your expired card to: MBTA Revenue Department 10 Park Plaza Room 4730 Boston, MA 02116 They'll send you a new card in 7-10 business days."
10236,Hi Alex. Thanks for reaching out to us. We recommend submitting a request via this form: https://www.mbta.com/customer-support
10237,"Sometimes that message will appear if the CharlieCard was accidentally tapped twice or if it is tapped from a wallet/bag. If this happens again, please take the pass to the CharlieCard Store at Downtown Crossing."
10238,"Got it, we see which train. We'll look into this with the operator."
10239,Hi Katherine. Can you share any more details about these announcements?
10240,"Hello. Most CharlieCards do have the expiration date printed in the bottom right corner. Some older cards still in circulation do not have the date printed. Like Ari said, you can visit the CharlieCard Store at Downtown Crossing for assistance."
10241,ICYMI: Wollaston Station is officially open! We rebuilt it from the ground up to increase accessibility and meet new operational and safety standards. Learn more about the station at http://mbta.com/wollaston
10242,Thank you. We'll make sure this is properly secured.
10243,"Hello. Thanks for reaching out to us. Can you tell us how you're tracking the bus - an app, our website?"
10244,#OrangeLine - Update: Regularly scheduled service has resumed.
10245,Hi Jennifer. A Red Line train is made up of 6 cars. Can you tell us which one you're on (numbered at front/rear)?
10246,Hello. We apologize for this A/C issue. Can you see a car number on the inside of the car (either end)?
10247,Hi Amy. Thanks for reaching out to us. Did you check the pass using a fare vending machine?
10248,"Hi there. Actually, it does have a new train smell. There's a third-party site that you can use to see when it's in service, so you can check it out yourself. https://newtrains.today/"
10249,"Thank you to @USCGNortheast/@USCG, @BostonPolice, @BostonFire @BostonEMS, @Massport, @MassStatePolice, and @MAEnviroPolice for their assistance and collective help with ensuring the safety of our passengers and crew."
10250,"We're sorry to hear that, Gerri. Did you catch the number of this car (numbered at front/rear on the inside)?"
10251,Hi Matt. We're sorry to hear about this uncomfortable ride. We'll reset the A/C on that car asap.
10252,Hi Gerri. Thanks for reaching out to us. There was a signal problem at Forest Hills that held up trains from leaving the station. We've posted an alert for delays up to 15 minutes.
10253,"Hi Kellie. Thanks for reaching out to us. We're still updating some of our software and technology on the trains and with apps, etc. We'll make sure that all the 1800 type trains have the correct announcements."
10254,Hi Sam. Service was held for a few minutes while @MBTATransitPD were investigating an incident at State Street. Blue Line service is back to running its regular service. Thank you for standing by.
10255,Hi Kyle. Thank you for reporting this to us. We'll have maintenance fix this asap.
10256,Hi Rowan. Thanks for asking. We'll follow up with the project manager to see where it is and get back to you.
10257,Hi Derek. Were you able to catch the number of this Silver Line bus?
10258,Hi Sarah. This is wonderful to hear and we appreciate you sharing this with us. Do you know the bus number for this Rt 32 bus? Or can you tell us where you get on and what time?
10259,Hi Jonathan. Thanks for letting us know. We'll reach out to the operator about this now.
10260,"Unfortunately, we cannot provide an estimate at this time. We've notified the Legal Department about your inquiry."
10261,#MBTA #OrangeLine: Delays of up to 15 minutes due to an earlier signal problem at Forest Hills.
